name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;lang2;ranking;bestgame;alltime;cabinets;
airrace;"Air Race (prototype)";"1985";"Atari Games";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"atarisy4.cpp";"Mame 0.139u1";"2010-08-11";"Mame 0.195";"2018-02-28";0;6;0;0;1;RASTER;"0";HORIZONTAL;512;384;60.006001;"double joystick (8-way),joystick (analog)";"CRT 25kHz";"M68000,TMS32010";"maincpu M68000 @8 MHz, dsp0 TMS32010 @16 MHz, dsp1 TMS32010 @16 MHz";-;-;IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;UNKNOWN;GOOD;NODUMP;-;"Driving / Plane";Driving;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"1P";-;-;-;0;NO;NO;NO;NO;English;"20 to 30 (Bad)";-;"20 to 30 (Bad)";NO;
alienar;"Alien Arena";"1985";"Duncan Brown";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;williams.cpp;"Mame 0.103u4";"2006-01-26";"Mame 0.195";"2018-02-28";0;2;3;1;1;RASTER;"0";HORIZONTAL;292;240;60.096154;"joystick (8-way)";"CRT 15kHz";"MC6809E,M6808";"maincpu MC6809E @1 MHz, soundcpu M6808 @3.579545 MHz";"Speaker,MC1408";"speaker Speaker, dac MC1408";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Maze / Collect";Maze;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P sim";-;"https://www.youtube.com/watch?v=UbzGSJ8HZ_E";-;0;NO;NO;NO;NO;English;"20 to 30 (Bad)";-;"20 to 30 (Bad)";NO;
"armchmp2";"Arm Champs II v2.6";"1992";Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;cischeat.cpp;"Mame 0.103u2";"2006-01-11";"Mame 0.195";"2018-02-28";0;3;2;2;1;RASTER;"270";VERTICAL;256;224;30.000000;dial;"CRT 15kHz";"M68000";"maincpu M68000 @12 MHz";"Speaker,OKI MSM6295 ADPCM";"lspeaker Speaker, rspeaker Speaker, oki1 OKI MSM6295 ADPCM @2.112 MHz, oki2 OKI MSM6295 ADPCM @2.112 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;UNKNOWN;GOOD;GOOD;-;"Sports / Armwrestling";Sports;"Arm Champs";English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"1P";-;"https://www.youtube.com/watch?v=dH7SHZWFhBI";-;0;NO;NO;NO;NO;English;"20 to 30 (Bad)";-;"20 to 30 (Bad)";NO;
astrowar;"Astro Wars";"1980";"Zaccaria / Zelco";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;galaxia.cpp;"Mame 0.127";"2008-08-19";"Mame 0.195";"2018-02-28";0;1;2;1;1;RASTER;"90";VERTICAL;240;240;60.000000;"joystick (2-way)";"CRT 15kHz";"S2650";"maincpu S2650 @1.789772 MHz";"Signetics 2636 PVI,Speaker";"s2636_0 Signetics 2636 PVI, mono Speaker";IMPERFECT;GOOD;IMPERFECT;IMPERFECT;IMPERFECT;UNKNOWN;GOOD;GOOD;-;"Shooter / Gallery";Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=Tbe-OjDw-cc";-;0;NO;NO;NO;NO;English;"20 to 30 (Bad)";-;"20 to 30 (Bad)";NO;
botss;"Battle of the Solar System (rev. 1.1a 7/23/92)";"1992";"Microprose Games Inc.";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"micro3d.cpp";"Mame 0.79u2";"2004-02-21";"Mame 0.195";"2018-02-28";0;3;2;2;1;RASTER;"0";HORIZONTAL;576;400;60.003840;"joystick (analog)";"CRT 31kHz";"M68000,TMS34010,AMC Am29000,I8051";"maincpu M68000 @16 MHz, vgb TMS34010 @40 MHz, drmath AMC Am29000 @16 MHz, audiocpu I8051 @11.592 MHz";"Speaker,NEC uPD7759,Yamaha YM2151 OPM,Microprose Custom Sound";"lspeaker Speaker, rspeaker Speaker, upd7759 NEC uPD7759 @0.64 MHz, ym2151 Yamaha YM2151 OPM @3.579545 MHz, noise_1 Microprose Custom Sound, noise_2 Microprose Custom Sound";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"Shooter / 3rd Person";Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"1P";-;"https://www.youtube.com/watch?v=CRgTGcPOTes";-;0;NO;NO;NO;NO;English;"20 to 30 (Bad)";"1992";"1992";NO;
berzerk;"Berzerk (set 1)";"1980";"Stern Electronics";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;berzerk.cpp;"Mame 0.29";"1997-10-20";"Mame 0.195";"2018-02-28";0;1;3;1;1;RASTER;"0";HORIZONTAL;256;224;59.637405;"joystick (8-way)";"CRT 15kHz";"Z80";"maincpu Z80 @2.5 MHz";"Speaker,SSi TSI S14001A,Exidy SFX";"mono Speaker, speech SSi TSI S14001A @0.19531 MHz, exidy Exidy SFX";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Maze / Shooter Small";Maze;Berzerk;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";https://archive.org/details/arcade_berzerk;"https://www.youtube.com/watch?v=Ijj0v8PexpA";-;0;NO;NO;NO;NO;English;"20 to 30 (Bad)";"1980";"Cocktail, Upright";NO;
buccanrs;"Buccaneers (set 1)";"1989";Duintronic;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;vigilant.cpp;"Mame 0.90";"2005-01-04";"Mame 0.195";"2018-02-28";0;2;2;2;1;RASTER;"0";HORIZONTAL;256;256;55.000000;"joystick (8-way)";"CRT 15kHz";"Z80";"maincpu Z80 @5.6888 MHz, soundcpu Z80 @3.72 MHz";"Speaker,Irem M72 Audio,YM2203 OPN,8-Bit R-2R DAC";"lspeaker Speaker, rspeaker Speaker, m72 Irem M72 Audio, ym1 YM2203 OPN @3.72 MHz, ym2 YM2203 OPN @3.72 MHz, dac 8-Bit R-2R DAC";GOOD;GOOD;GOOD;GOOD;GOOD;PRELIMINARY;GOOD;NODUMP;-;"Fighter / 2D";Fighter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=NrlEuorXFrA";-;0;NO;NO;NO;NO;English;"20 to 30 (Bad)";-;"Cocktail, Upright";NO;
bullfgtr;"Bull Fighter";"1984";"Alpha Denshi Co.";YES;-;NO;-;equites;YES;NO;NO;-;NO;YES;NO;YES;equites.cpp;"Mame 0.61";"2002-07-04";"Mame 0.195";"2018-02-28";0;3;2;1;1;RASTER;"90";VERTICAL;256;208;60.000000;"joystick (8-way)";"CRT 15kHz";"M68000,8085A,HD44801";"maincpu M68000 @3 MHz, audiocpu 8085A @6.144 MHz, alpha_8201:mcu HD44801 @0.5 MHz";"Speaker,MSM5232,AY-3-8910A PSG,6-Bit R-2R DAC,Samples";"speaker Speaker, msm MSM5232 @6.144 MHz, aysnd AY-3-8910A PSG @1.536 MHz, dac1 6-Bit R-2R DAC, dac2 6-Bit R-2R DAC, samples Samples";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"Sports / Hockey";Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P sim";https://archive.org/details/arcade_bullfgtr;"https://www.youtube.com/watch?v=q_YxyG4_I-E";-;0;NO;NO;NO;NO;English;"20 to 30 (Bad)";-;"20 to 30 (Bad)";NO;
chwrestl;"Champion Pro Wrestling";"1985";Sega;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"sg1000a.cpp";"Mame 0.68";"2003-05-15";"Mame 0.195";"2018-02-28";0;2;1;1;1;RASTER;"0";HORIZONTAL;280;216;59.922738;"joystick (8-way)";"CRT 15kHz";"Sega 315-5033";"maincpu Sega 315-5033 @3.579545 MHz";"Speaker,SN76489A";"mono Speaker, snsnd SN76489A @3.579545 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Sports / Wrestling";Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P sim";https://archive.org/details/arcade_chwrestl;"https://www.youtube.com/watch?v=V6t1ZOmc6Ew";-;0;NO;NO;NO;NO;English;"20 to 30 (Bad)";-;"20 to 30 (Bad)";NO;
devilfsh;"Devil Fish";"1982";Artic;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;scramble.cpp;"Mame 0.35b3";"1999-02-15";"Mame 0.195";"2018-02-28";0;1;2;1;1;RASTER;"90";VERTICAL;256;224;60.606061;"joystick (8-way)";"CRT 15kHz";"Z80";"maincpu Z80 @3.72 MHz, audiocpu Z80 @1.78975 MHz";"Speaker,AY-3-8910A PSG";"mono Speaker, 8910.1 AY-3-8910A PSG @1.78975 MHz, 8910.2 AY-3-8910A PSG @1.78975 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Maze / Collect";Maze;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";https://archive.org/details/arcade_devilfsh;"https://www.youtube.com/watch?v=Qn_NWGmjwqI";-;0;NO;NO;NO;NO;English;"20 to 30 (Bad)";-;"Cocktail, Upright";NO;
