name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;
1942;1942 (Revision B);1984;Capcom;YES;-;NO;-;-;
arkanoid;Arkanoid (World, oldest rev);1986;Taito Corporation Japan;YES;-;NO;-;-;
arknoid2;Arkanoid - Revenge of DOH (World);1987;Taito Corporation Japan;YES;-;NO;-;-;
bublbobl;Bubble Bobble (Japan, Ver 0.1);1986;Taito Corporation;YES;-;NO;-;-;
btime;Burger Time (Data East set 1);1982;Data East Corporation;YES;-;NO;-;-;
ckong;Crazy Kong;1981;Kyoei / Falcon;YES;-;NO;-;-;
crush;Crush Roller (Kural Samno);1981;Kural Samno Electric;YES;-;NO;-;-;
digdug;Dig Dug (rev 2);1982;Namco;YES;-;NO;-;-;
dimahoo;Dimahoo (000121 Euro);2000;8ing / Raizing / Capcom;YES;-;NO;-;-;
dkong;Donkey Kong (US set 1);1981;Nintendo of America;YES;-;NO;-;-;
dkongjr;Donkey Kong Junior (US set F-2);1982;Nintendo of America;YES;-;NO;-;-;
donpachi;DonPachi (USA, ver. 1.12, 95/05/2x);1995;Atlus / Cave;YES;-;NO;-;-;
drtoppel;Dr. Toppel's Adventure (World);1987;Taito Corporation Japan;YES;-;NO;-;-;
sqbert;Faster, Harder, More Challenging Q*bert (prototype);1983;Mylstar;YES;-;NO;-;qbert;
frogger;Frogger;1981;Konami;YES;-;NO;-;-;
galaga88;Galaga '88;1987;Namco;YES;-;NO;-;-;
galaga;Galaga (Namco rev. B);1981;Namco;YES;-;NO;-;-;
galaxian;Galaxian (Namco set 1);1979;Namco;YES;-;NO;-;-;
gaplus;Gaplus (GP2 rev. B);1984;Namco;YES;-;NO;-;-;
ghostlop;Ghostlop (prototype) [Prototype];1996;Data East Corporation;YES;neogeo;NO;-;-;
gng;Ghosts'n Goblins (World? set 1);1985;Capcom;YES;-;NO;-;-;
ghouls;Ghouls'n Ghosts (World);1988;Capcom;YES;-;NO;-;-;
ghox;Ghox (spinner) [No Sound (undumped MCU)];1991;Toaplan;YES;-;NO;-;-;
gigawing;Giga Wing (990222 USA);1999;Capcom;YES;-;NO;-;-;
gnbarich;Gunbarich;2001;Psikyo;YES;-;NO;-;-;
gunbird2;Gunbird 2;1998;Psikyo;YES;-;NO;-;-;
gunforc2;Gunforce 2 (US);1994;Irem;YES;-;NO;-;-;
gunlock;Gunlock (Ver 2.3O 1994/01/20);1993;Taito Corporation Japan;YES;-;NO;-;-;
guwange;Guwange (Japan, Master Ver. 99/06/24);1999;Atlus / Cave;YES;-;NO;-;-;
gyruss;Gyruss (Konami);1983;Konami;YES;-;NO;-;-;
hangon;Hang-On (rev A);1985;Sega;YES;-;NO;-;-;
hyperspt;Hyper Sports;1984;Konami (Centuri license);YES;-;NO;-;-;
ikari;Ikari Warriors (US JAMMA);1986;SNK;YES;-;NO;-;-;
inthunt;In The Hunt (World);1993;Irem;YES;-;NO;-;-;
jrpacman;Jr. Pac-Man (11/9/83);1983;Bally Midway;YES;-;NO;-;-;
kchamp;Karate Champ (US);1984;Data East USA;YES;-;NO;-;-;
kovsh;Knights of Valour Superheroes / Sangoku Senki Superheroes (V104, China);1999;IGS;YES;pgm;NO;-;-;
krzybowl;Krazy Bowl;1994;American Sammy;YES;-;NO;-;-;
kungfum;Kung-Fu Master;1984;Irem;YES;-;NO;-;-;
landmakr;Land Maker (Ver 2.01J 1998/06/01);1998;Taito Corporation;YES;-;NO;-;-;
lbowling;League Bowling (NGM-019)(NGH-019);1990;SNK;YES;neogeo;NO;-;-;
lemmings;Lemmings (US prototype);1991;Data East USA;YES;-;NO;-;-;
liblrabl;Libble Rabble;1983;Namco;YES;-;NO;-;-;
liquidk;Liquid Kids (World);1990;Taito Corporation Japan;YES;-;NO;-;-;
ldrun;Lode Runner (set 1);1984;Irem (licensed from Broderbund);YES;-;NO;-;-;
loderndf;Lode Runner - The Dig Fight (ver. B);2000;Psikyo;YES;-;NO;-;-;
ldrun2;Lode Runner II - The Bungeling Strikes Back;1984;Irem (licensed from Broderbund);YES;-;NO;-;-;
ldrun4;Lode Runner IV - Teikoku Karano Dasshutsu;1986;Irem (licensed from Broderbund);YES;-;NO;-;-;
logicpro;Logic Pro (Japan);1996;Deniam;YES;-;NO;-;-;
logicpr2;Logic Pro 2 (Japan);1997;Deniam;YES;-;NO;-;-;
luckywld;Lucky & Wild;1992;Namco;YES;-;NO;-;-;
macrossp;Macross Plus;1996;MOSS / Banpresto;YES;-;NO;-;-;
mplanets;Mad Planets;1983;Gottlieb;YES;-;NO;-;-;
msword;Magic Sword - heroic fantasy (25.07.1990 other country);1990;Capcom;YES;-;NO;-;-;
magdrop2;Magical Drop II;1996;Data East Corporation;YES;neogeo;NO;-;-;
magdrop3;Magical Drop III;1997;Data East Corporation;YES;neogeo;NO;-;-;
mappy;Mappy (US);1983;Namco;YES;-;NO;-;-;
mario;Mario Bros. (US, Revision F) [Imperfect sound];1983;Nintendo of America;YES;-;NO;-;-;
mmatrix;Mars Matrix (000412 USA);2000;Capcom / Takumi;YES;-;NO;-;-;
martmast;Martial Masters (V104, 102, 102, USA);2001;IGS;YES;pgm;NO;-;-;
mvsc;Marvel vs Capcom - clash of super heroes (980123 Euro);1998;Capcom;YES;-;NO;-;-;
matrim;Matrimelee / Shin Gouketsuji Ichizoku Toukon (NGM-2660) (NGH-2660);2002;Noise Factory / Atlus;YES;neogeo;NO;-;-;
mercs;Mercs (900302 etc);1990;Capcom;YES;-;NO;-;-;
metlhawk;Metal Hawk (Rev C);1988;Namco;YES;-;NO;-;-;
mslug;Metal Slug - Super Vehicle-001;1996;Nazca;YES;neogeo;NO;-;-;
mslug2;Metal Slug 2 - Super Vehicle-001/II (NGM-2410) (NGH-2410);1998;SNK;YES;neogeo;NO;-;-;
mslug3;Metal Slug 3 (NGM-2560);2000;SNK;YES;neogeo;NO;-;-;
mslug4;Metal Slug 4 (NGM-2630);2002;Mega;YES;neogeo;NO;-;-;
ms5pcb;Metal Slug 5 (JAMMA PCB);2003;SNK Playmore;YES;-;NO;-;-;
mslug5;Metal Slug 5 (NGM-2680);2003;SNK Playmore;YES;neogeo;NO;-;-;
mslugx;Metal Slug X - Super Vehicle-001 (NGM-2500)(NGH-2500);1999;SNK;YES;neogeo;NO;-;-;
metmqstr;Metamoqester (International);1995;Banpresto / Pandorabox;YES;-;NO;-;-;
mpang;Mighty! Pang (001010 Euro);2000;Mitchell;YES;-;NO;-;-;
milliped;Millipede;1982;Atari;YES;-;NO;-;-;
miexchng;Money Puzzle Exchanger / Money Idol Exchanger;1997;Face;YES;neogeo;NO;-;-;
mmaulers;Monster Maulers (ver EAA);1993;Konami;YES;-;NO;-;-;
mslider;Monster Slider (Japan);1997;Visco / Datt Japan;YES;-;NO;-;-;
mrdo;Mr. Do!;1982;Universal;YES;-;NO;-;-;
docastle;Mr. Do's Castle (set 1);1983;Universal;YES;-;NO;-;-;
mspacman;MS Pacman;1980;Namco;YES;-;NO;-;-;
nbahangt;NBA Hangtime (rev L1.1 04/16/96);1996;Midway;YES;-;NO;-;-;
nemesis;Nemesis (ROM version);1985;Konami;YES;-;NO;-;-;
neobombe;Neo Bomberman;1997;Hudson;YES;neogeo;NO;-;-;
neodrift;Neo Drift Out - New Technology;1996;Visco;YES;neogeo;NO;-;-;
neomrdo;Neo Mr. Do!;1996;Visco;YES;neogeo;NO;-;-;
turfmast;Neo Turf Masters / Big Tournament Golf;1996;Nazca;YES;neogeo;NO;-;-;
nwarr;Night Warriors - darkstalkers' revenge (950316 Euro);1995;Capcom;YES;-;NO;-;-;
nitd;Nightmare in the Dark;2000;Eleven / Gavaking;YES;neogeo;NO;-;-;
nspirit;Ninja Spirit;1988;Irem;YES;-;NO;-;-;
nob;Noboranka (Japan);1986;Data East Corporation;YES;-;NO;-;-;
othunder;Operation Thunderbolt (World, rev 1);1988;Taito Corporation Japan;YES;-;NO;-;-;
opwolf;Operation Wolf (World, set 1);1987;Taito Corporation Japan;YES;-;NO;-;-;
outrun;Out Run (sitdown/upright, Rev B);1986;Sega;YES;-;NO;-;-;
overtop;Over Top;1996;ADK;YES;neogeo;NO;-;-;
pandoras;Pandora's Palace;1984;Konami / Interlogic;YES;-;NO;-;-;
pang;Pang (World);1989;Mitchell;YES;-;NO;-;-;
pang3;Pang! 3 (950601 Euro);1995;Mitchell;YES;-;NO;-;-;
panicbom;Panic Bomber;1994;Eighting / Hudson;YES;neogeo;NO;-;-;
panicstr;Panic Street (Japan);1999;Kaneko;YES;skns;NO;-;-;
parodius;Parodius DA! (World, set 1);1990;Konami;YES;-;NO;-;-;
pengo;Pengo (set 1 rev c);1982;Sega;YES;-;NO;-;-;
penbros;Penguin Brothers (Japan);2000;Subsino;YES;-;NO;-;-;
perfrman;Performan (Japan);1985;Toaplan / Data East Corporation;YES;-;NO;-;-;
