name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;
supshin;"The Super Shinobi (Jpn)";1989;"Sega";NO;revshin;YES;revshin;-;
supshin2;"The Super Shinobi II (Jpn, Kor)";1993;"Sega";NO;shinobi3;YES;shinobi3;-;
supshin2p1;"The Super Shinobi II (Jpn, Prototype)";1993;"Sega";NO;shinobi3;YES;shinobi3;-;
supshin2p2;"The Super Shinobi II (Jpn, Prototype, Earlier)";1993;"Sega";NO;shinobi3;YES;shinobi3;-;
termintr;"The Terminator (Euro)";1991;"Virgin Games";YES;-;NO;-;-;
termintru;"The Terminator (USA)";1991;"Virgin Games";NO;termintr;YES;termintr;-;
tick;"The Tick (USA)";1994;"Fox Interactive";YES;-;NO;-;-;
youngind;"The Young Indiana Jones Chronicles (USA, Prototype)";199?;"<unknown>";YES;-;NO;-;-;
themeprk;"Theme Park (Euro, USA)";1995;"Electronic Arts";YES;-;NO;-;-;
thomas;"Thomas the Tank Engine & Friends (USA)";1993;"THQ";YES;-;NO;-;-;
tf2;"Thunder Force II (Euro, USA)";1989;"Sega";YES;-;NO;-;-;
tf2j;"Thunder Force II MD (Jpn)";1989;"Technosoft";NO;tf2;YES;tf2;-;
tf3;"Thunder Force III (Jpn, USA)";1990;"Technosoft";YES;-;NO;-;-;
tf4;"Thunder Force IV (Euro)";1993;"Technosoft";YES;-;NO;-;-;
tf4j;"Thunder Force IV (Jpn)";1992;"Technosoft";NO;tf4;YES;tf4;-;
tfoxj;"Thunder Fox (Jpn)";1991;"Taito";NO;tfox;YES;tfox;-;
tfox;"Thunder Fox (USA)";1991;"Taito";YES;-;NO;-;-;
tpwres;"Thunder Pro Wrestling Retsuden (Jpn)";1992;"Human";YES;-;NO;-;-;
tbolt2;"Thunderbolt II (Prototype)";1995;"1995 SUN GREEN";YES;-;NO;-;-;
tbolt2a;"Thunderbolt II (Unprotected, Prototype)";1995;"1995 SUN GREEN";YES;-;NO;-;-;
timedom;"Time Dominator 1st (Jpn, Kor)";1994;"Vic Tokai";NO;socket;YES;socket;-;
timekill;"Time Killers (Euro)";1996;"Black Pearl";YES;-;NO;-;-;
timekillu;"Time Killers (USA)";1996;"Black Pearl";NO;timekill;YES;timekill;-;
tinhead;"TinHead (USA)";1993;"Ballistic";YES;-;NO;-;-;
tintin;"Tintin au Tibet (Euro)";1995;"Infogrames";YES;-;NO;-;-;
ttoonbhtk;"Tiny Toon Adventures (Kor)";1993;"Konami";NO;ttoonbht;YES;ttoonbht;-;
ttacme;"Tiny Toon Adventures - Acme All-Stars (Euro)";1994;"Konami";YES;-;NO;-;-;
ttacmeu;"Tiny Toon Adventures - Acme All-Stars (USA, Kor)";1994;"Konami";NO;ttacme;YES;ttacme;-;
ttoonbht;"Tiny Toon Adventures - Buster's Hidden Treasure (Euro)";1993;"Konami";YES;-;NO;-;-;
ttoonbhtu;"Tiny Toon Adventures - Buster's Hidden Treasure (USA)";1993;"Konami";NO;ttoonbht;YES;ttoonbht;-;
ttoon3;"Tiny Toon Adventures 3 (Tw, Cracked)";199?;"Gamtec?";YES;-;NO;-;-;
tnnbass;"TNN Bass Tournament of Champions (USA)";1993;"American Softworks";YES;-;NO;-;-;
tnnout;"TNN Outdoors Bass Tournament '96 (USA)";1996;"American Softworks";YES;-;NO;-;-;
slimew;"Todd's Adventures in Slime World (USA)";1991;"Renovation";YES;-;NO;-;-;
toejama;"Toe Jam & Earl (World)";1992;"Sega";NO;toejam;YES;toejam;-;
toejam;"Toe Jam & Earl (World, Rev. A)";1992;"Sega";YES;-;NO;-;-;
toejam2g;"Toe Jam & Earl in Panic auf Funkotron (Ger)";1993;"Sega";NO;toejam2;YES;toejam2;-;
toejam2;"Toe Jam & Earl in Panic on Funkotron (Euro)";1993;"Sega";YES;-;NO;-;-;
toejam2j;"Toe Jam & Earl in Panic on Funkotron (Jpn)";1993;"Sega";NO;toejam2;YES;toejam2;-;
toejam2u;"Toe Jam & Earl in Panic on Funkotron (USA)";1993;"Sega";NO;toejam2;YES;toejam2;-;
toki1;"Toki - Going Ape Spit ~ JuJu Densetsu (World)";1991;"Sega";NO;toki;YES;toki;-;
toki;"Toki - Going Ape Spit ~ JuJu Densetsu (World, Rev. A)";1991;"Sega";YES;-;NO;-;-;
tomjerry;"Tom and Jerry - Frantic Antics (USA, 1993)";1993;"Sega";YES;-;NO;-;-;
tomjerry1;"Tom and Jerry - Frantic Antics (USA, 1994)";1994;"Sega";NO;tomjerry;YES;tomjerry;-;
dinohirep3;"Tom Mason's Dinosaurs for Hire (Prototype, 19930426)";1993;"Sega";NO;dinohire;YES;dinohire;-;
dinohirep2;"Tom Mason's Dinosaurs for Hire (Prototype, 19930427)";1993;"Sega";NO;dinohire;YES;dinohire;-;
dinohirep1;"Tom Mason's Dinosaurs for Hire (Prototype, 19930502)";1993;"Sega";NO;dinohire;YES;dinohire;-;
dinohire;"Tom Mason's Dinosaurs for Hire (USA)";1993;"Sega";YES;-;NO;-;-;
lasorda;"Tommy Lasorda Baseball (USA)";1989;"Sega";NO;suprleag;YES;suprleag;-;
larussa;"Tony La Russa Baseball (USA, Oceania)";1993;"Electronic Arts";YES;-;NO;-;-;
topfight;"Top Fighter 2000 MK VIII";199?;"<unlicensed>";YES;-;NO;-;-;
topf2k5;"Top Fighter 2005";199?;"<unlicensed>";YES;-;NO;-;-;
topgear2;"Top Gear 2 (USA)";1994;"Vic Tokai";YES;-;NO;-;-;
topgolf;"Top Pro Golf (Jpn)";1992;"Soft Vision";YES;-;NO;-;-;
topgolf2;"Top Pro Golf 2 (Jpn)";1993;"Soft Vision International";NO;chichi;YES;chichi;-;
totlfoot;"Total Football (Euro)";1995;"Domark";YES;-;NO;-;-;
toughman;"Toughman Contest (Euro, USA)";1995;"Electronic Arts";YES;-;NO;-;-;
kingcol;"Tougiou King Colossus (Jpn)";1992;"Sega";YES;-;NO;-;-;
toxicc;"Toxic Crusaders (USA)";1992;"Sega";YES;-;NO;-;-;
toystory;"Toy Story (Euro)";1996;"Sega";YES;-;NO;-;-;
toystoryu;"Toy Story (USA)";1996;"Disney Interactive";NO;toystory;YES;toystory;-;
toys;"Toys (USA)";1993;"Absolute Entertainment";YES;-;NO;-;-;
trampter;"Trampoline Terror! (USA)";1990;"Dreamworks";YES;-;NO;-;-;
transf3;"Transformers 3 (Rus)";199?;"<unknown>";NO;mazinwar;YES;mazinwar;-;
traysia;"Traysia (USA)";1992;"Renovation";YES;-;NO;-;-;
tplay96;"Triple Play '96 (USA)";1995;"Electronic Arts";YES;-;NO;-;-;
tplaygld;"Triple Play Gold (USA)";1996;"Electronic Arts";YES;-;NO;-;-;
tplayglda;"Triple Play Gold (USA, Alt)";1995;"Electronic Arts";NO;tplaygld;YES;tplaygld;-;
troubsht;"Trouble Shooter (USA)";1991;"Vic Tokai";YES;-;NO;-;-;
troyaik;"Troy Aikman NFL Football (USA)";1994;"Tradewest";YES;-;NO;-;-;
truco96;"Truco '96 (Arg)";1996;"Miky";YES;-;NO;-;-;
truelies;"True Lies (World)";1995;"Acclaim Entertainment";YES;-;NO;-;-;
truxton;"Truxton (Euro, USA) ~ Tatsujin (Jpn)";1989;"Sega";YES;-;NO;-;-;
tunshi1;"Tun Shi Tian Di III (Chi)";199?;"SKOB";NO;tunshi;YES;tunshi;-;
tunshi;"Tun Shi Tian Di III (China, Simple Chinese)";199?;"<unlicensed>";YES;-;NO;-;-;
toutrun;"Turbo OutRun (Euro, Jpn)";1992;"Sega";YES;-;NO;-;-;
turmamon;"Turma da Monica na Terra dos Monstros (Bra)";1996;"Tec Toy";NO;wboymw;YES;wboymw;-;
turrican;"Turrican (Euro, USA)";1991;"Ballistic";YES;-;NO;-;-;
twincobr;"Twin Cobra (USA)";1991;"Sega";YES;-;NO;-;-;
twinhawk;"Twin Hawk (Euro) ~ Daisenpuu (Jpn)";1990;"Sega";YES;-;NO;-;-;
twinklet;"Twinkle Tale (Jpn)";1992;"Toyo Records";YES;-;NO;-;-;
twistedf;"Twisted Flipper (USA, Prototype)";199?;"<unknown>";NO;crueball;YES;crueball;-;
twocrude;"Two Crude Dudes (Euro)";1992;"Data East";YES;-;NO;-;-;
twocrudeu;"Two Crude Dudes (USA)";1992;"Data East";NO;twocrude;YES;twocrude;-;
twotribe;"Two Tribes - Populous II (Euro)";1993;"Virgin Games";YES;-;NO;-;-;
tyrant;"Tyrants - Fight through Time (USA)";1992;"Virgin Games";NO;megalo;YES;megalo;-;
gomora;"Uchuu Senkan Gomora (Jpn)";1991;"UPL";YES;-;NO;-;-;
umk3;"Ultimate Mortal Kombat 3 (Euro)";1996;"Acclaim Entertainment";YES;-;NO;-;-;
umk3u;"Ultimate Mortal Kombat 3 (USA)";1996;"Williams";NO;umk3;YES;umk3;-;
ultqix;"Ultimate Qix (USA)";1991;"Taito";YES;-;NO;-;-;
ultsoccr;"Ultimate Soccer (Euro)";1993;"Sega";YES;-;NO;-;-;
ultsoccrp;"Ultimate Soccer (Euro, Prototype)";199?;"<unknown>";NO;ultsoccr;YES;ultsoccr;-;
ultraman;"Ultraman (Jpn)";1993;"Ma-Ba";YES;-;NO;-;-;
unchartd;"Uncharted Waters (USA)";1992;"Koei";YES;-;NO;-;-;
undead;"Undead Line (Jpn)";1991;"Palsoft";YES;-;NO;-;-;
univsold;"Universal Soldier (Euro, USA)";1992;"Ballistic";YES;-;NO;-;-;
unknown2;"Unknown Game 2 (Rockman-related?)";199?;"<unknown>";YES;-;NO;-;-;
unnecess;"Unnecessary Roughness 95 (USA)";1994;"Accolade";YES;-;NO;-;-;
ustrike;"Urban Strike (Euro, USA)";1994;"Electronic Arts";YES;-;NO;-;-;
teamusa;"USA Basketball World Challenge (Euro, USA)";1992;"Electronic Arts";YES;-;NO;-;-;
dreamteam;"USA Basketball World Challenge (Jpn)";1992;"Electronic Arts Victor";NO;teamusa;YES;teamusa;-;
uwol;"UWOL Quest for Money";2006;"Mojon Twins";YES;-;NO;-;-;
uzukeo;"Uzu Keobukseon (Kor)";199?;"<unknown>";YES;-;NO;-;-;
vfive;"V-Five (Jpn)";1994;"Tengen";NO;grindst;YES;grindst;-;
valis;"Valis (USA)";1991;"Renovation";YES;-;NO;-;-;
valis3j;"Valis III (Jpn, Rev. A)";1991;"Reno";NO;valis3;YES;valis3;-;
valis3;"Valis III (USA)";1991;"Renovation";YES;-;NO;-;-;
vaportr;"Vapor Trail (USA)";1991;"Renovation";YES;-;NO;-;-;
vecman;"Vectorman (Euro, USA)";1995;"Sega";YES;-;NO;-;-;
vecmanp1;"Vectorman (Prototype)";1995;"Sega";NO;vecman;YES;vecman;-;
vecmanp3;"Vectorman (Prototype, 19950724)";1995;"Sega";NO;vecman;YES;vecman;-;
vecmanp2;"Vectorman (Prototype, Alt)";1995;"Sega";NO;vecman;YES;vecman;-;
vecman2p1;"Vectorman 2 (Prototype)";1996;"Sega";NO;vecman2;YES;vecman2;-;
vecman2p6;"Vectorman 2 (Prototype, 19960815)";1996;"Sega";NO;vecman2;YES;vecman2;-;
vecman2p5;"Vectorman 2 (Prototype, 19960816)";1996;"Sega";NO;vecman2;YES;vecman2;-;
vecman2p4;"Vectorman 2 (Prototype, 19960819)";1996;"Sega";NO;vecman2;YES;vecman2;-;
vecman2p3;"Vectorman 2 (Prototype, 19960826)";1996;"Sega";NO;vecman2;YES;vecman2;-;
vecman2p2;"Vectorman 2 (Prototype, 19960827)";1996;"Sega";NO;vecman2;YES;vecman2;-;
vecman2;"Vectorman 2 (USA)";1996;"Sega";YES;-;NO;-;-;
venom;"Venom & Spider-Man - Separation Anxiety (Euro, USA)";1995;"Acclaim Entertainment";YES;-;NO;-;-;
vermilj;"Vermilion (Jpn)";1989;"Sega";NO;vermil;YES;vermil;-;
verytex;"Verytex (Jpn)";1991;"Asmik Ace";YES;-;NO;-;-;
viewpoin;"Viewpoint (USA)";1994;"American Sammy";YES;-;NO;-;-;
viewpoinp;"Viewpoint (USA, Prototype)";1994;"American Sammy";NO;viewpoin;YES;viewpoin;-;
vf2;"Virtua Fighter 2 - Genesis (Euro, USA)";1997;"Sega";YES;-;NO;-;-;
vf2k;"Virtua Fighter 2 - Genesis (Kor)";1997;"Sega";NO;vf2;YES;vf2;-;
vf2p5;"Virtua Fighter 2 - Genesis (Prototype, 19960819)";1996;"Sega";NO;vf2;YES;vf2;-;
vf2p4;"Virtua Fighter 2 - Genesis (Prototype, 19960830)";1996;"Sega";NO;vf2;YES;vf2;-;
vf2p3;"Virtua Fighter 2 - Genesis (Prototype, 19960913)";1996;"Sega";NO;vf2;YES;vf2;-;
vf2p2;"Virtua Fighter 2 - Genesis (Prototype, 19960920)";1996;"Sega";NO;vf2;YES;vf2;-;
vf2p1;"Virtua Fighter 2 - Genesis (Prototype, 19960927)";1996;"Sega";NO;vf2;YES;vf2;-;
vf2tek;"Virtua Fighter 2 vs Tekken 2";199?;"<unlicensed>";YES;-;NO;-;-;
vbart;"Virtual Bart (World)";1994;"Acclaim Entertainment";YES;-;NO;-;-;
vpinball;"Virtual Pinball (Euro, USA)";1993;"Electronic Arts";YES;-;NO;-;-;
vixen357;"Vixen 357 (Jpn)";1992;"NCS";YES;-;NO;-;-;
virak;"Voina Irak (Pirate)";199?;"<unknown>";YES;-;NO;-;-;
volfied;"Volfied (Jpn)";1991;"Taito";NO;ultqix;YES;ultqix;-;
vrtroop;"VR Troopers (Euro, USA)";1994;"Sega";YES;-;NO;-;-;
wackyrac;"Wacky Races (USA, Prototype)";199?;"<unknown>";YES;-;NO;-;-;
wworldsp3;"Wacky Worlds (Prototype, 19940808)";1994;"Sega";NO;wworlds;YES;wworlds;-;
wworldsp2;"Wacky Worlds (Prototype, 19940817)";1994;"Sega";NO;wworlds;YES;wworlds;-;
wworldsp1;"Wacky Worlds (Prototype, 19940819)";1994;"Sega";NO;wworlds;YES;wworlds;-;
wworlds;"Wacky Worlds (USA)";1994;"Sega";YES;-;NO;-;-;
waniwani;"Wani Wani World (Jpn)";1992;"Kaneko";YES;-;NO;-;-;
wardner;"Wardner (USA)";1991;"Mentrix Software";YES;-;NO;-;-;
wardnerj;"Wardner no Mori Special (Jpn)";1991;"Visco";NO;wardner;YES;wardner;-;
wario3;"Wario Land 3 (Rus)";199?;"Glorysun";NO;puggsy;YES;puggsy;-;
warlock;"Warlock (Euro, USA)";1994;"Acclaim Entertainment";YES;-;NO;-;-;
warlockp;"Warlock (USA, Prototype)";1994;"Acclaim Entertainment";NO;warlock;YES;warlock;-;
warpsped;"Warpspeed (USA)";1993;"Accolade";YES;-;NO;-;-;
warrior;"Warrior of Rome (USA)";1991;"Micronet";YES;-;NO;-;-;
warrior2;"Warrior of Rome II (USA)";1992;"Micronet";YES;-;NO;-;-;
warsong;"Warsong (USA)";1991;"Treco";YES;-;NO;-;-;
waterwld;"WaterWorld (Euro, Prototype)";1995?;"Ocean";YES;-;NO;-;-;
wayneg;"Wayne Gretzky and the NHLPA All-Stars (Euro, USA)";1995;"Time Warner Interactive";YES;-;NO;-;-;
waynewld;"Wayne's World (USA)";1993;"THQ";YES;-;NO;-;-;
weaponld;"Weaponlord (USA)";1995;"Namco";YES;-;NO;-;-;
whacacri;"Whac-a-Critter (USA)";1993;"Realtec";YES;-;NO;-;-;
wheelfor;"Wheel of Fortune (USA)";1992;"GameTek";YES;-;NO;-;-;
carmnwldb;"Where in the World Is Carmen Sandiego? (Bra)";199?;"Tec Toy";NO;carmnwld;YES;carmnwld;-;
carmnwld;"Where in the World Is Carmen Sandiego? (Euro, USA)";1992;"Electronic Arts";YES;-;NO;-;-;
carmntimb;"Where in Time Is Carmen Sandiego? (Bra)";199?;"Tec Toy";NO;carmntim;YES;carmntim;-;
carmntim;"Where in Time Is Carmen Sandiego? (Euro, USA)";1992;"Electronic Arts";YES;-;NO;-;-;
whiprush;"Whip Rush (USA)";1990;"Renovation";YES;-;NO;-;-;
whiprushj;"Whip Rush - Wakusei Voltegas no Nazo (Jpn)";1990;"Sega";NO;whiprush;YES;whiprush;-;
wildsnak;"Wild Snake (USA, Prototype)";1994;"Bullet-Proof Software";YES;-;NO;-;-;
arcadeghu;"Williams Arcade's Greatest Hits (USA)";1996;"Williams";NO;arcadegh;YES;arcadegh;-;
wimbled;"Wimbledon Championship Tennis (Euro)";1994;"Sega";YES;-;NO;-;-;
wimbledj;"Wimbledon Championship Tennis (Jpn)";1994;"Sega";NO;wimbled;YES;wimbled;-;
wimbledu;"Wimbledon Championship Tennis (USA)";1993;"Sega";NO;wimbled;YES;wimbled;-;
wimbledup;"Wimbledon Championship Tennis (USA, Prototype)";1993;"Sega";NO;wimbled;YES;wimbled;-;
wingswor;"Wings of Wor (USA)";1991;"Dreamworks Games";NO;gynoug;YES;gynoug;-;
wintchal;"Winter Challenge (Euro, USA, Rev. 1)";1992;"Ballistic";YES;-;NO;-;-;
wintchalp;"Winter Challenge (Prototype)";1992;"Ballistic";NO;wintchal;YES;wintchal;-;
wintolu;"Winter Olympic Games (USA)";1993;"U.S. Gold";NO;wintol;YES;wintol;-;
wintol;"Winter Olympics (Euro)";1994;"U.S. Gold";YES;-;NO;-;-;
wintolj;"Winter Olympics (Jpn)";1994;"Sega";NO;wintol;YES;wintol;-;
winx;"Winx - Shkola Volshyebnits (Rus)";199?;"<unlicensed>";NO;valis;YES;valis;-;
winx3d;"Winx 3D Volshebnoe Priklyuchenie (Rus)";199?;"<unknown>";NO;valis3;YES;valis3;-;
wiznlizu;"Wiz'n'Liz (USA)";1993;"Psygnosis";NO;wiznliz;YES;wiznliz;-;
wiznliz;"Wiz'n'Liz - The Frantic Wabbit Wescue (Euro)";1993;"Psygnosis";YES;-;NO;-;-;
immortalj;"Wizard of the Immortal (Jpn)";1993;"Electronic Arts Victor";NO;immortal;YES;immortal;-;
wolfchld;"Wolfchild (USA)";1993;"JVC Musical Industries";YES;-;NO;-;-;
wolverin;"Wolverine - Adamantium Rage (Euro, USA)";1994;"Acclaim Entertainment";YES;-;NO;-;-;
wboy3;"Wonder Boy III - Monster Lair (Euro) ~ Monster Lair (Jpn)";1991;"Sega";YES;-;NO;-;-;
wboymw;"Wonder Boy in Monster World (Euro, USA)";1992;"Sega";YES;-;NO;-;-;
wboy5;"Wonder Boy V - Monster World III (Jpn, Kor)";1991;"Sega";NO;wboymw;YES;wboymw;-;
wondlib;"Wonder Library (Jpn)";199?;"Victor";YES;-;NO;-;-;
wcsb;"World Championship Soccer (USA) ~ World Cup Soccer (Jpn)";1989;"Sega";NO;wcup90;YES;wcup90;-;
wcs;"World Championship Soccer (USA, Rev. B) ~ World Cup Soccer (Jpn, Rev. B)";1989;"Sega";NO;wcup90;YES;wcup90;-;
wcsa;"World Championship Soccer (USA, v1.2) ~ World Cup Soccer (Jpn, v1.2)";1989;"Sega";NO;wcup90;YES;wcup90;-;
wcs2;"World Championship Soccer II (Euro)";1994;"Sega";YES;-;NO;-;-;
wcs2p18;"World Championship Soccer II (Prototype G, 19940222)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p16;"World Championship Soccer II (Prototype J, 19940228)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p15;"World Championship Soccer II (Prototype N, 19940303)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p14;"World Championship Soccer II (Prototype O, 19940303)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p13;"World Championship Soccer II (Prototype P, 19940304)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p11;"World Championship Soccer II (Prototype R, 19940309)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p10;"World Championship Soccer II (Prototype U, 19940314)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p09;"World Championship Soccer II (Prototype Y, 19940318)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p17;"World Championship Soccer II (Prototype, 19940223)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p12;"World Championship Soccer II (Prototype, 19940309)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p08;"World Championship Soccer II (Prototype, 19940323)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p07;"World Championship Soccer II (Prototype, 19940324)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p06;"World Championship Soccer II (Prototype, 19940325)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p05;"World Championship Soccer II (Prototype, 19940326)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p04;"World Championship Soccer II (Prototype, 19940327)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p02;"World Championship Soccer II (Prototype, 19940329)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p03;"World Championship Soccer II (Prototype, 19940329-B)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2p01;"World Championship Soccer II (Prototype, 19940330)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2u;"World Championship Soccer II (USA)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wcs2up;"World Championship Soccer II (USA, Prototype)";1994;"Sega";NO;wcs2;YES;wcs2;-;
wclead;"World Class Leaderboard Golf (Euro)";1992;"U.S. Gold";YES;-;NO;-;-;
wcleadu;"World Class Leaderboard Golf (USA)";1992;"U.S. Gold";NO;wclead;YES;wclead;-;
wcup90;"World Cup Italia '90 (Euro)";1990;"Sega";YES;-;NO;-;-;
wcup94;"World Cup USA 94 (Euro, USA, Kor)";1994;"U.S. Gold";YES;-;NO;-;-;
whj;"World Heroes (Jpn)";199?;"<unknown>";NO;wh;YES;wh;-;
whjp5;"World Heroes (Jpn, Prototype, 19940330)";1994;"Sega";NO;wh;YES;wh;-;
whjp4;"World Heroes (Jpn, Prototype, 19940408)";1994;"Sega";NO;wh;YES;wh;-;
whjp3;"World Heroes (Jpn, Prototype, 19940415)";1994;"Sega";NO;wh;YES;wh;-;
whjp1;"World Heroes (Jpn, Prototype, 19940420, broken - C05 missing)";1994;"Sega";NO;wh;YES;wh;-;
whjp2;"World Heroes (Jpn, Prototype, 19940420-B)";1994;"Sega";NO;wh;YES;wh;-;
wh;"World Heroes (USA)";1994;"Sega";YES;-;NO;-;-;
whp13;"World Heroes (USA, Prototype, 19940223)";1994;"Sega";NO;wh;YES;wh;-;
whp12;"World Heroes (USA, Prototype, 19940303)";1994;"Sega";NO;wh;YES;wh;-;
whp11;"World Heroes (USA, Prototype, 19940307)";1994;"Sega";NO;wh;YES;wh;-;
whp10;"World Heroes (USA, Prototype, 19940309)";1994;"Sega";NO;wh;YES;wh;-;
whp09;"World Heroes (USA, Prototype, 19940315)";1994;"Sega";NO;wh;YES;wh;-;
whp08;"World Heroes (USA, Prototype, 19940316)";1994;"Sega";NO;wh;YES;wh;-;
whp07;"World Heroes (USA, Prototype, 19940318)";1994;"Sega";NO;wh;YES;wh;-;
whp06;"World Heroes (USA, Prototype, 19940322, broken - C07 missing)";1994;"Sega";NO;wh;YES;wh;-;
whp05;"World Heroes (USA, Prototype, 19940323)";1994;"Sega";NO;wh;YES;wh;-;
whp04;"World Heroes (USA, Prototype, 19940324)";1994;"Sega";NO;wh;YES;wh;-;
whp03;"World Heroes (USA, Prototype, 19940330)";1994;"Sega";NO;wh;YES;wh;-;
whp01;"World Heroes (USA, Prototype, 19940331)";1994;"Sega";NO;wh;YES;wh;-;
whp02;"World Heroes (USA, Prototype, 19940331-B)";1994;"Sega";NO;wh;YES;wh;-;
worldillj;"World of Illusion - Fushigi na Magic Box (Jpn)";1992;"Sega";NO;worldill;YES;worldill;-;
worldilljp;"World of Illusion - Fushigi na Magic Box (Jpn, Prototype)";1992;"Sega";NO;worldill;YES;worldill;-;
worldill;"World of Illusion Starring Mickey Mouse and Donald Duck (Euro)";1992;"Sega";YES;-;NO;-;-;
worldillu;"World of Illusion Starring Mickey Mouse and Donald Duck (USA, Kor)";1992;"Sega";NO;worldill;YES;worldill;-;
wsb95;"World Series Baseball '95 (USA)";1995;"Sega";YES;-;NO;-;-;
wsb95p23;"World Series Baseball '95 (USA, Prototype, 19941208)";1994;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p22;"World Series Baseball '95 (USA, Prototype, 19941214)";1994;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p21;"World Series Baseball '95 (USA, Prototype, 19941228-SB)";1994;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p20;"World Series Baseball '95 (USA, Prototype, 19950101-TST)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p19;"World Series Baseball '95 (USA, Prototype, 19950103-TST)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p18;"World Series Baseball '95 (USA, Prototype, 19950105)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p17;"World Series Baseball '95 (USA, Prototype, 19950109-TST)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p16;"World Series Baseball '95 (USA, Prototype, 19950110)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p15;"World Series Baseball '95 (USA, Prototype, 19950114-RM)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p14;"World Series Baseball '95 (USA, Prototype, 19950116)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p13;"World Series Baseball '95 (USA, Prototype, 19950118-RM)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p12;"World Series Baseball '95 (USA, Prototype, 19950120)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p11;"World Series Baseball '95 (USA, Prototype, 19950125)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p10;"World Series Baseball '95 (USA, Prototype, 19950130)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p09;"World Series Baseball '95 (USA, Prototype, 19950202)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p08;"World Series Baseball '95 (USA, Prototype, 19950203)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p07;"World Series Baseball '95 (USA, Prototype, 19950207)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p05;"World Series Baseball '95 (USA, Prototype, 19950209)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p06;"World Series Baseball '95 (USA, Prototype, 19950209-B)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p04;"World Series Baseball '95 (USA, Prototype, 19950211)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p03;"World Series Baseball '95 (USA, Prototype, 19950212)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p02;"World Series Baseball '95 (USA, Prototype, 19950213)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb95p01;"World Series Baseball '95 (USA, Prototype, 19950214)";1995;"Sega";NO;wsb95;YES;wsb95;-;
wsb96;"World Series Baseball '96 (USA)";1996;"Sega";YES;-;NO;-;-;
wsb98;"World Series Baseball '98 (USA)";1997;"Sega";YES;-;NO;-;-;
wsb;"World Series Baseball (USA)";1994;"Sega";YES;-;NO;-;-;
wsbp10;"World Series Baseball (USA, Prototype, 19931001)";1993;"Sega";NO;wsb;YES;wsb;-;
wsbp09;"World Series Baseball (USA, Prototype, 19931222)";1993;"Sega";NO;wsb;YES;wsb;-;
wsbp08;"World Series Baseball (USA, Prototype, 19931226)";1993;"Sega";NO;wsb;YES;wsb;-;
wsbp07;"World Series Baseball (USA, Prototype, 19931229)";1993;"Sega";NO;wsb;YES;wsb;-;
wsbp06;"World Series Baseball (USA, Prototype, 19940103)";1994;"Sega";NO;wsb;YES;wsb;-;
wsbp05;"World Series Baseball (USA, Prototype, 19940106)";1994;"Sega";NO;wsb;YES;wsb;-;
wsbp04;"World Series Baseball (USA, Prototype, 19940116)";1994;"Sega";NO;wsb;YES;wsb;-;
